Location Code,Real Property Asset Name,Installation Name,Owned or Leased,GSA Region,Street Address,City,State,Zip Code,Latitude,Longitude,Building Rentable Square Feet,Available Square Feet,Construction Date,Congressional District,Congressional District Representative Name,Building Status,Real Property Asset Type
MD0752,209 PERRY PARKWAY,N/A,LEASED,11,209 PERRY PKWY SUITE 5,GAITHERSBURG,MD,20877,39.14366,-77.209521,21268,,,2406,APRIL MCCLAIN DELANEY,ACTIVE,BUILDING
MD0755,1440 MCCORMICK DRIVE,N/A,LEASED,11,1440 MCCORMICK DR,UPPER MARLBORO,MD,20774,38.91039,-76.847901,50978,,,2404,GLENN IVEY,ACTIVE,BUILDING
MD0759,BELTSVILLE WAREHOUSE,N/A,LEASED,11,6351 AMMENDALE RD,BELTSVILLE,MD,20705,39.04767,-76.898371,116987,,,2404,GLENN IVEY,ACTIVE,BUILDING
MD0760,11800 TECH ROAD,N/A,LEASED,11,"11800 TECH RD SILVER SPRING, MD 20904",SILVER SPRING,MD,20904,39.04962,-76.973181,78001,,,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD0765,FRC BUILDING 64 LAB,WHITE OAK FED RS CENTER,OWNED,11,10903 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,39.0371587,-76.98204,127977.69,,7909,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD0766,METRO IV,METRO PLAZA COMPLEX,LEASED,11,3311 TOLEDO RD,HYATTSVILLE,MD,20782,38.96944,-76.951731,172176,,,2404,GLENN IVEY,ACTIVE,BUILDING
MD0767,NOAA SATELLITE OPERATIONS FAC.,SUITLAND COMPLEX,OWNED,11,4231 SUITLAND RD,SUITLAND,MD,20746,38.854498,-76.938654,295317.47,,8808,2404,GLENN IVEY,ACTIVE,BUILDING
MD0768,3201 PENNSY DRIVE,N/A,LEASED,11,3201 PENNSY DR,HYATTSVILLE,MD,20785,38.9397807,-76.873577,265000,,,2404,GLENN IVEY,ACTIVE,BUILDING
MD0774,THE TOWER BUILDING - WOOTON PKWY,N/A,LEASED,11,1101 WOOTTON PKWY,ROCKVILLE,MD,20852,39.06776,-77.155801,85970,,,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD0778,4600 SILVER HILL - NORTH,SUITLAND COMPLEX,OWNED,11,4600 SILVER HILL RD,SUITLAND,MD,20746,38.8448933,-76.928059,787310.49,5034.0234,8936,2404,GLENN IVEY,ACTIVE,BUILDING
MD0779,AMMENDALE SOUTH TECH PARK,N/A,LEASED,11,"5901 AMMENDALE ROAD SUITES A, B, AND C",BELTSVILLE,MD,20705,39.0560783,-76.904541,95186,,,2404,GLENN IVEY,ACTIVE,BUILDING
MD0781,SUITLAND DAYCARE CENTER,SUITLAND COMPLEX,OWNED,11,4303 SUITLAND ROAD,SUITLAND,MD,20746,38.8499991,-76.93437,6886.51,,7865,2404,GLENN IVEY,ACTIVE,BUILDING
MD0784,NOAA/NCWCP,N/A,LEASED,11,5830 UNIVERSITY RESEARCH COURT,RIVERDALE PARK,MD,20737,38.9903636,-76.9423,268762,,,2404,GLENN IVEY,ACTIVE,BUILDING
MD0792,UNIVERSITY STATION,N/A,LEASED,11,4300 RIVER RD,COLLEGE PARK,MD,20740,38.97407,-76.928021,80677,,,2404,GLENN IVEY,ACTIVE,BUILDING
MD0796,FRC BUILDING 300 OFFICE,WHITE OAK FED RS CENTER,OWNED,11,10903 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,39.0336803,-76.986098,1748.02,1876.2792,3359,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD0797,6340 COLUMBIA PARK ROAD,N/A,LEASED,11,6340 COLUMBIA PARK RD,HYATTSVILLE,MD,20785,38.9184489,-76.898024,60389,,,2404,GLENN IVEY,ACTIVE,BUILDING
MD0803,7100 OLD LANDOVER ROAD,N/A,LEASED,11,7100 OLD LANDOVER RD,HYATTSVILLE,MD,20785,38.92885,-76.890431,91525,,,2404,GLENN IVEY,ACTIVE,BUILDING
MD0804,FRC BLDG 22 OFFICE,WHITE OAK FED RS CENTER,OWNED,11,10903 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,39.0365214,-76.983083,421186.18,,8443,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD0806,CENTER POINT - BRIGHT SEAT RD,N/A,LEASED,11,"809, 811, 841, 843, 845 BRIGHTSEAT ROAD",LANDOVER,MD,20785,38.901975,-76.852367,32200,,,2404,GLENN IVEY,ACTIVE,BUILDING
MD0808,FRC BLDG 431 TEST TANK,WHITE OAK AIR FORCE,OWNED,11,10905 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,39.0338083,-76.986235,0,,391,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD0811,FRC BLDG 2 CTRL SHARED USE ONE,WHITE OAK FED RS CENTER,OWNED,11,"10903 NEW HAMPSHIRE AVE, BLDG 2",SILVER SPRING,MD,20993,39.0355828,-76.982835,129656.73,,8626,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD0816,FRC BLDG 62 LAB,WHITE OAK FED RS CENTER,OWNED,11,"10903 NEW HAMPSHIRE AVE, BLDG 62",SILVER SPRING,MD,20993,39.0374074,-76.983202,136633.6,,9203,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD0817,FRC BUILDING 66 OFFICE,WHITE OAK FED RS CENTER,OWNED,11,10903 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20993,39.036501,-76.982792,365907.07,,9934,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD0821,FRC BLDG 51 OFFICE,WHITE OAK FED RS CENTER,OWNED,11,10903 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,39.0336803,-76.986098,278092.9,,9508,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD0822,FRC BLDG 31 CTRL SHARED USE 2,WHITE OAK FED RS CENTER,OWNED,11,10903 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,39.0360056,-76.981774,99467.51,,118,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD0823,FRC BUILDING 1 OFFICE,WHITE OAK FED RS CENTER,OWNED,11,10903 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20993,39.036501,-76.982792,87916.73,,6771,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD0825,FRC BLDG 71 OFFICE,WHITE OAK FED RS CENTER,OWNED,11,10903 NEW HAMPSHIRE AVE BLDG 71,SILVER SPRING,MD,20903,39.0337117,-76.98613,301246.88,,391,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD0826,FRC BUILDING 52 LAB,WHITE OAK FED RS CENTER,OWNED,11,10903 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20993,39.036501,-76.982792,284435.49,,391,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD0827,FRC BUILDING 72 LAB,WHITE OAK FED RS CENTER,OWNED,11,10903 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20993,39.036501,-76.982792,156208.93,,391,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1004,THE COTTONWOOD OFFICE BUILDING,N/A,LEASED,3,23330 COTTONWOOD PKWY,CALIFORNIA,MD,20619,38.30949,-76.545181,26208,,,2405,STENY H. HOYER,ACTIVE,BUILDING
MD1007,BWI CORPORATE CENTER 1,N/A,LEASED,3,801 INTERNATIONAL DR,LINTHICUM HEIGHTS,MD,21090,39.20584,-76.670981,65551.46,,,2403,SARAH ELFRETH,ACTIVE,BUILDING
MD1008,WOODLAWN OFFICE COMPLEX,N/A,LEASED,3,1718 WOODLAWN DR,WOODLAWN,MD,21207,39.31476,-76.737771,160810,,,2407,KWEISI MFUME,ACTIVE,BUILDING
MD1012,2600 LORD BALTIMORE DRIVE,N/A,LEASED,3,2600 LORD BALTIMORE DR,WINDSOR MILL,MD,21244,39.3268333,-76.7520962,155755,,,2402,"JOHNNY OLSZEWSKI, JR.",ACTIVE,BUILDING
MD1015,HAGERSTOWN REGIONAL AIRPORT II,N/A,LEASED,3,18434 SHOWALTER RD,HAGERSTOWN,MD,21742,39.7019924,-77.731489,480.77,,,2406,APRIL MCCLAIN DELANEY,ACTIVE,BUILDING
MD1016,SALISBURY-OCEAN CITY: WICOMICO,N/A,LEASED,3,5485 AIRPORT TERMINAL RD,SALISBURY,MD,21804,38.34334,-75.517311,557.16,,,2401,ANDY HARRIS,ACTIVE,BUILDING
MD1018,BELT'S BUSINESS CENTER,N/A,LEASED,3,608 FOLCROFT ST,BALTIMORE,MD,21224,39.2861284,-76.542715,3090,,,2407,KWEISI MFUME,ACTIVE,BUILDING
MD1024,SOUTHGATE MARKETPLACE,N/A,LEASED,3,337-A HOSPITAL DRIVE,GLEN BURNIE,MD,21061,39.1612364,-76.632473,9469,,,2403,SARAH ELFRETH,ACTIVE,BUILDING
MD1026,CHARLES CENTER SOUTH,N/A,LEASED,3,36 S CHARLES ST,BALTIMORE,MD,21201,39.28804,-76.615511,67998,,,2407,KWEISI MFUME,ACTIVE,BUILDING
MD1030,NORTHGATE BUILDING II,N/A,LEASED,3,2414 NORTHGATE DR,SALISBURY,MD,21801,38.413968,-75.571042,9062,,,2401,ANDY HARRIS,ACTIVE,BUILDING
MD1031,THE SMALLWOOD BUILDING,N/A,LEASED,3,2670 CRAIN HWY,WALDORF,MD,20601,38.63685,-76.898781,1271,,,2405,STENY H. HOYER,ACTIVE,BUILDING
MD1034,BELAIR-EDISON CROSSING,N/A,LEASED,3,2401 BELAIR RD,BALTIMORE,MD,21213,39.31803,-76.575301,7786,,,2407,KWEISI MFUME,ACTIVE,BUILDING
MD1036,BOULEVARD PLACE,N/A,LEASED,3,7111 SECURITY BOULEVARD,WOODLAWN,MD,21244,39.3129156,-76.754539,91245,,,2402,"JOHNNY OLSZEWSKI, JR.",ACTIVE,BUILDING
MD1038,ENERGY PETROLEUM CO.,N/A,LEASED,3,950 PRINCIPIO FURNACE RD,PERRYVILLE,MD,21903,39.56241,-76.062991,23850,,,2401,ANDY HARRIS,ACTIVE,BUILDING
MD1040,BWI TECHNOLOGY PARK,N/A,LEASED,3,521 PROGRESS DR,LINTHICUM HEIGHTS,MD,21090,39.21724,-76.671061,11040,,,2403,SARAH ELFRETH,ACTIVE,BUILDING
MD1045,RED HILL CENTER,N/A,LEASED,3,14701 NATIONAL HIGHWAY SW,LA VALE,MD,21502,39.6399793,-78.857223,2499,,,2406,APRIL MCCLAIN DELANEY,ACTIVE,BUILDING
MD1046,"WEDGEWOOD SOUTH, BUILDING #3",N/A,LEASED,3,4420 BUCKEYSTOWN PIKE,FREDERICK,MD,21704,39.35461,-77.423361,141535,,,2406,APRIL MCCLAIN DELANEY,ACTIVE,BUILDING
MD1048,NORTH CARGO COMPLEX,N/A,LEASED,3,"1011 AIR CARGO DR BUILDING F, SUITE 1500",BALTIMORE,MD,21240,39.189132,-76.668818,1812,,,2403,SARAH ELFRETH,ACTIVE,BUILDING
MD1051,302 NATIONAL BUSINESS PARK,N/A,LEASED,3,302 SENTINEL DR,ANNAPOLIS JUNC,MD,20701,39.1218004,-76.773062,40297,,,2405,STENY H. HOYER,ACTIVE,BUILDING
MD1052,9411 PHILADELPHIA ROAD,N/A,LEASED,3,9411 PHILADELPHIA RD,BALTIMORE,MD,21237,39.353337,-76.462412,3105,,,2402,"JOHNNY OLSZEWSKI, JR.",ACTIVE,BUILDING
MD1055,NORTH BRANCH INDUSTRIAL COMPLE,N/A,LEASED,3,11601 PPG RD,CUMBERLAND,MD,21502,39.59072,-78.745451,500000,,,2406,APRIL MCCLAIN DELANEY,ACTIVE,BUILDING
MD1059,PLAZA OFFICE BUILDING,N/A,LEASED,3,1710 UNDERPASS WAY,HAGERSTOWN,MD,21740,39.62943,-77.769071,9078,,,2406,APRIL MCCLAIN DELANEY,ACTIVE,BUILDING
MD1064,321 BALLENGER CENTER DRIVE,N/A,LEASED,3,321 BALLENGER CENTER DR,FREDERICK,MD,21703,39.39614,-77.435281,8193,,,2406,APRIL MCCLAIN DELANEY,ACTIVE,BUILDING
MD1065,5340 SPECTRUM DRIVE,N/A,LEASED,3,5340 SPECTRUM DR,FREDERICK,MD,21703,39.3792159,-77.402112,6660,,,2406,APRIL MCCLAIN DELANEY,ACTIVE,BUILDING
MD1068,LIBERTY AT HUNTERS GREEN II,N/A,LEASED,3,11841 NEWGATE BLVD,HAGERSTOWN,MD,21740,39.64113,-77.784481,400140,,,2406,APRIL MCCLAIN DELANEY,ACTIVE,BUILDING
MD1070,2700 LORD BALTIMORE DRIVE,N/A,LEASED,3,2700 LORD BALTIMORE DR,WINDSOR MILL,MD,21244,39.32952,-76.752801,9608,,,2402,"JOHNNY OLSZEWSKI, JR.",ACTIVE,BUILDING
MD1076,WELLINGTON 1,N/A,LEASED,3,6701 ENGLISH MUFFIN WAY,FREDERICK,MD,21703,39.3625196,-77.432076,193599,,,2406,APRIL MCCLAIN DELANEY,ACTIVE,BUILDING
MD1077,PLAZA GATEWAY BUILDING,N/A,LEASED,3,116-118 WEST MAIN STREET,SALISBURY,MD,21801,38.365487,-75.600791,2384,,,2401,ANDY HARRIS,ACTIVE,BUILDING
MD1081,ANNAPOLIS SCIENCE CENTER,N/A,LEASED,3,185 ADMIRAL COCHRANE DR,ANNAPOLIS,MD,21401,38.9721057,-76.548132,9300,,,2403,SARAH ELFRETH,ACTIVE,BUILDING
MD1082,CMI BUS. CENTER BUILD. #2,N/A,LEASED,3,30071 BUSINESS CENTER DR,CHARLOTTE HALL,MD,20622,38.49317,-76.769721,7270,,,2405,STENY H. HOYER,ACTIVE,BUILDING
MD1085,6100 WABASH AVE,N/A,LEASED,3,6100 WABASH AVE,BALTIMORE,MD,21215,39.3491117,-76.701111,538000,,,2407,KWEISI MFUME,ACTIVE,BUILDING
MD1088,RIVERSIDE FIVE,N/A,LEASED,3,8490 PROGRESS DR,FREDERICK,MD,21701,39.44002,-77.371451,40842,4646.56,,2406,APRIL MCCLAIN DELANEY,ACTIVE,BUILDING
MD1091,217 GLENN STREET,N/A,LEASED,3,217 GLENN ST,CUMBERLAND,MD,21502,39.65364,-78.758221,7627,,,2406,APRIL MCCLAIN DELANEY,ACTIVE,BUILDING
MD1094,WINDSOR STATION,N/A,LEASED,3,2810 LORD BALTIMORE DR,BALTIMORE,MD,21244,39.33198,-76.75362,103579,,,2402,"JOHNNY OLSZEWSKI, JR.",ACTIVE,BUILDING
MD1099,ARUNDEL MILLS CORPORATE PARK,N/A,LEASED,3,7556 TEAGUE RD,HANOVER,MD,21076,39.15375,-76.719681,19397,,,2403,SARAH ELFRETH,ACTIVE,BUILDING
MD1102,NORTH EAST COMMERCE CENTER,N/A,LEASED,3,4 CENTER DR,NORTH EAST,MD,21901,39.62853,-75.948031,191673,,,2401,ANDY HARRIS,ACTIVE,BUILDING
MD1103,AIRPARK SQUARE,N/A,LEASED,3,125 AIRPORT DR,WESTMINSTER,MD,21157,39.60616,-76.999311,6062,,,2402,"JOHNNY OLSZEWSKI, JR.",ACTIVE,BUILDING
MD1104,3701 KOPPERS STREET,N/A,LEASED,3,3701 KOPPERS ST,BALTIMORE,MD,21227,39.26132,-76.669381,45867,,,2407,KWEISI MFUME,ACTIVE,BUILDING
MD1105,URBANA CORPORATE CENTER FACILITY - MAIN,NATL. SUPPORT CENTER,OWNED,3,8999 BENNETT CREEK BLVD,FREDERICK,MD,21704,39.313926,-77.348106,268350,,1845,2406,APRIL MCCLAIN DELANEY,ACTIVE,BUILDING
MD1107,2 HOPKINS PLAZA,N/A,LEASED,3,2 HOPKINS PLZ,BALTIMORE,MD,21201,39.2894183,-76.616449,152139,9554.2,,2407,KWEISI MFUME,ACTIVE,BUILDING
MD1110,CURTIS BUSINESS CENTER,N/A,LEASED,3,711 E. ORDNANCE ROAD,BALTIMORE,MD,21226,39.204027,-76.596683,24900,,,2403,SARAH ELFRETH,ACTIVE,BUILDING
MD1112,URBANA CORPORATE CENTER FACILITY - FAC,NATL. SUPPORT CENTER,OWNED,3,8999 BENNETT CREEK BLVD,FREDERICK,MD,21704,39.313926,-77.348106,6612.51,,1845,2406,APRIL MCCLAIN DELANEY,ACTIVE,BUILDING
MD1113,URBANA CORPORATE CENTER FACILITY - PECF,NATL. SUPPORT CENTER,OWNED,3,8999 BENNETT CREEK BLVD,FREDERICK,MD,21704,39.313926,-77.348106,178.53,,1845,2406,APRIL MCCLAIN DELANEY,ACTIVE,BUILDING
MD1114,URBANA CORPORATE CENTER FACILITY - MAINT.,NATL. SUPPORT CENTER,OWNED,3,8999 BENNETT CREEK BLVD,FREDERICK,MD,21704,39.313926,-77.348106,469.19,,1845,2406,APRIL MCCLAIN DELANEY,ACTIVE,BUILDING
MD1115,"WEDGEWOOD SOUTH, BUILDING 1",N/A,LEASED,3,4510 BUCKEYSTOWN PIKE,FREDERICK,MD,21704,39.35726,-77.422261,30000,29801.06,,2406,APRIL MCCLAIN DELANEY,ACTIVE,BUILDING
MD1118,CARGO BUILDING C,N/A,LEASED,3,1005 AIR CARGO DR,BALTIMORE,MD,21240,39.187323,-76.669835,5000,,,2403,SARAH ELFRETH,ACTIVE,BUILDING
MD1120,BROKEN LAND BUSINESS CENTER,N/A,LEASED,3,9691 GERWIG LN,COLUMBIA,MD,21046,39.17523,-76.846541,2050,,,2403,SARAH ELFRETH,ACTIVE,BUILDING
MD1121,CATON 95,N/A,LEASED,3,1531 S EDGEWOOD ST,BALTIMORE,MD,21227,39.260738,-76.667463,7145,,,2407,KWEISI MFUME,ACTIVE,BUILDING
MD1123,MILL POND VILLAGE PLAZA,N/A,LEASED,3,601 E NAYLOR MILL RD,SALISBURY,MD,21804,38.4100426,-75.567108,8021,,,2401,ANDY HARRIS,ACTIVE,BUILDING
MD1125,MARYLAND CORP CTR 11 SEABROOK,N/A,LEASED,3,7401 FORBES BLVD,SEABROOK,MD,20706,38.99134,-76.827031,11102,,,2404,GLENN IVEY,ACTIVE,BUILDING
MD1126,ALLENTOWN MALL SUITLAND R3,N/A,LEASED,3,6110 ALLENTOWN RD,SUITLAND,MD,20746,38.806124,-76.904244,12600,,,2404,GLENN IVEY,ACTIVE,BUILDING
MD1127,GATEWAY TOWER ROCKVILLE R3,N/A,LEASED,3,315 N WASHINGTON ST,ROCKVILLE,MD,20850,39.0891307,-77.153633,25050,12753.9,,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1128,ONE BELTWAY NORTH SILER SPRING R3,N/A,LEASED,3,10230 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,39.02311,-76.979221,12241,,,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1129,ANNAPOLIS CORPORATE PARK,N/A,LEASED,3,185 HARRY S TRUMAN PKWY,ANNAPOLIS,MD,21401,38.9812953,-76.561768,6908,,,2403,SARAH ELFRETH,ACTIVE,BUILDING
MD1130,BOWMAN BUSINESS PARK #5 WILLIAMSPORT,N/A,LEASED,3,10310 GOVERNOR LANE BLVD,WILLIAMSPORT,MD,21795,39.5958246,-77.805131,8886,,,2406,APRIL MCCLAIN DELANEY,ACTIVE,BUILDING
MD1131,807 WOODS ROAD,N/A,LEASED,3,807 WOODS RD,CAMBRIDGE,MD,21613,38.55551,-76.059061,5278,,,2401,ANDY HARRIS,ACTIVE,BUILDING
MD1132,CAPITAL OFFICE PARK 6 GREENBELT R3,N/A,LEASED,3,6406 IVY LN,GREENBELT,MD,20770,39.00896,-76.895221,30573,7246.8,,2404,GLENN IVEY,ACTIVE,BUILDING
MD1133,CAPITAL OFFICE PARK 4,N/A,LEASED,3,6411 IVY LN,GREENBELT,MD,20770,39.0083135,-76.894764,28730,14364.49,,2404,GLENN IVEY,ACTIVE,BUILDING
MD1134,GOLDEN TRIANGLE,N/A,LEASED,3,7855 WALKER DR,GREENBELT,MD,20770,38.99911,-76.894531,27747,,,2404,GLENN IVEY,ACTIVE,BUILDING
MD1135,BETHESDA GATEWAY R3,N/A,LEASED,3,7201 WISCONSIN AVE,BETHESDA,MD,20814,38.98176,-77.092671,4448,,,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1136,KING AVENUE PROFESSIONAL CENTER,N/A,LEASED,3,5235 KING AVE,ROSEDALE,MD,21237,39.357603,-76.470615,6161,,,2402,"JOHNNY OLSZEWSKI, JR.",ACTIVE,BUILDING
MD1137,1750 FOREST DRIVE,N/A,LEASED,3,1750 FOREST DR,ANNAPOLIS,MD,21401,38.970216,-76.519715,27115,,,2403,SARAH ELFRETH,ACTIVE,BUILDING
MD1142,RADIO PARK,N/A,LEASED,3,1220 E JOPPA RD,TOWSON,MD,21286,39.39813,-76.576471,9517,,,2402,"JOHNNY OLSZEWSKI, JR.",ACTIVE,BUILDING
MD1146,11155 DOLFIELD BOULEVARD,N/A,LEASED,3,11155 DOLFIELD BLVD,OWINGS MILLS,MD,21117,39.416913,-76.809731,14025,,,2402,"JOHNNY OLSZEWSKI, JR.",ACTIVE,BUILDING
MD1148,CAMBRIDGE LANDING,N/A,LEASED,3,309 SUNBURST HWY,CAMBRIDGE,MD,21613,38.5655491,-76.065966,6236,,,2401,ANDY HARRIS,ACTIVE,BUILDING
MD1150,67 THOMAS JOHNSON DRIVE,N/A,LEASED,3,67 THOMAS JOHNSON DR,FREDERICK,MD,21702,39.450924,-77.403996,12370,,,2406,APRIL MCCLAIN DELANEY,ACTIVE,BUILDING
MD1223,WASH SCIENCE CTR 1&2,N/A,LEASED,11,6001 EXECUTIVE BLVD,ROCKVILLE,MD,20852,39.05028,-77.120586,153731,,,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1248,6010 EXECUTIVE BOULEVARD,WESTWOOD,LEASED,11,6010 EXECUTIVE BLVD,ROCKVILLE,MD,20852,39.047481,-77.123088,19146,,,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1324,PARKLAWN OFFICE BLDG,N/A,LEASED,11,5600 FISHERS LN,ROCKVILLE,MD,20852,39.06196,-77.111791,935386,,,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1361,METRO III,METRO PLAZA COMPLEX,LEASED,11,6525 BELCREST RD,HYATTSVILLE,MD,20782,38.9694,-76.953431,23590,,,2404,GLENN IVEY,ACTIVE,BUILDING
MD1382,BWI THURGOOD MARSHALL AIRPORT,N/A,LEASED,3,"7062 FRIENDSHIP ROAD TERMINAL BUILDING,",FRIENDSHIP AIRPORT,MD,21240,39.1807865,-76.671358,262,,,2403,SARAH ELFRETH,ACTIVE,BUILDING
MD1383,12100 PARKLAWN DR,N/A,LEASED,11,12100 PARKLAWN DR,ROCKVILLE,MD,20852,39.05626,-77.109901,62726,,,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1428,ELEMENT,N/A,LEASED,11,12420 PARKLAWN DR,ROCKVILLE,MD,20852,39.06094,-77.113881,93014,,,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1440,EDWARD A GARMATZ US CH,N/A,OWNED,3,101 W LOMBARD ST,BALTIMORE,MD,21201,39.2876377,-76.616288,421030.74,17691.762,6665,2407,KWEISI MFUME,ACTIVE,BUILDING
MD1545,NIH COMPLEX,NIH COMPLEX,OWNED,11,9000 ROCKVILLE PK,BETHESDA,MD,20892,39.0021698,-77.097313,0,,6526,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1547,ABERT HALL,ARMY TOPO COMMAND,OWNED,11,6500 BROOKS LANE,BROOKMONT,MD,20315,38.9173091,-76.993709,0,,6526,1198,ELEANOR HOLMES NORTON,ACTIVE,BUILDING
MD1559,1053 RIVERVIEW DRIVE,N/A,OWNED,11,1053 RIVERVIEW DRIVE,SILESIA,MD,20022,38.9006,-76.981991,0,,6526,1198,ELEANOR HOLMES NORTON,ACTIVE,BUILDING
MD1585,NAT AG LIBRARY,N/A,OWNED,11,ROUTE 1,BELTSVILLE,MD,56763,39.0385395,-76.904459,0,,6526,2404,GLENN IVEY,ACTIVE,BUILDING
MD1586,BIOSCIENCE BDG 011A,N/A,OWNED,11,W SIDE RT 1 AG FARM,BELTSVILLE,MD,56763,39.0390909,-76.887255,0,,6526,2404,GLENN IVEY,ACTIVE,BUILDING
MD1587,NBS;BLDG 220,NBS,OWNED,11,QUINCE ORCHARD RD,GAITHERSBURG,MD,20878,39.1434364,-77.20137,0,,6526,2406,APRIL MCCLAIN DELANEY,ACTIVE,BUILDING
MD1622,177-179 BUILDING,N/A,LEASED,3,177-179 ADMIRAL COCHRANE DRIVE,ANNAPOLIS,MD,21401,38.9925909,-76.554764,15057,,,2403,SARAH ELFRETH,ACTIVE,BUILDING
MD1714,NIH;BLDG 2 N I A M,NIH COMPLEX,OWNED,11,9000 ROCKVILLE PK,BETHESDA,MD,20892,39.0021698,-77.097313,0,,6526,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1715,NIH;BLDG 3 N I A M,NIH COMPLEX,OWNED,11,9000 ROCKVILLE PK,BETHESDA,MD,20892,39.0021698,-77.097313,0,,6526,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1716,NIH;BLDG 4 N I A M,NIH COMPLEX,OWNED,11,9000 ROCKVILLE PK,BETHESDA,MD,20892,39.0021698,-77.097313,0,,6526,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1717,NIH;BLDG 5 N I A D,NIH COMPLEX,OWNED,11,9000 ROCKVILLE PK,BETHESDA,MD,20892,39.0021698,-77.097313,0,,6526,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1718,NIH;BLDG 6 N C I LA,NIH COMPLEX,OWNED,11,9000 ROCKVILLE PK,BETHESDA,MD,20892,39.0021698,-77.097313,0,,6526,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1719,NIH;BLDG 7 N I A I,NIH COMPLEX,OWNED,11,9000 ROCKVILLE PK,BETHESDA,MD,20892,39.0021698,-77.097313,0,,6526,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1721,NIH;BLDG 9 N I M H-,NIH COMPLEX,OWNED,11,9000 ROCKVILLE PK,BETHESDA,MD,20892,39.0021698,-77.097313,0,,6526,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1722,NIH;BLDG 14D-G ANIM,NIH COMPLEX,OWNED,11,9000 ROCKVILLE PK,BETHESDA,MD,20892,39.0021698,-77.097313,0,,6526,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1723,NIH;BLDG 15A-K STAF,NIH COMPLEX,OWNED,11,9000 ROCKVILLE PK,BETHESDA,MD,20892,39.0021698,-77.097313,0,,6526,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1726,NIH;BLDG 20 APT.BUI,NIH COMPLEX,OWNED,11,9000 ROCKVILLE PK,BETHESDA,MD,20892,39.0021698,-77.097313,0,,6526,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1728,NIH;BLDG 22 SERVICE,NIH COMPLEX,OWNED,11,9000 ROCKVILLE PK,BETHESDA,MD,20892,39.0021698,-77.097313,0,,6526,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1729,NIH;BLDG 25 CHEM.ST,NIH COMPLEX,OWNED,11,9000 ROCKVILLE PK,BETHESDA,MD,20892,39.0021698,-77.097313,0,,6526,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1730,NIH;BLDG 26 WAIST C,NIH COMPLEX,OWNED,11,9000 ROCKVILLE PK,BETHESDA,MD,20892,39.0021698,-77.097313,0,,6526,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1731,NIH;BLDG 28 DOG KEN,NIH COMPLEX,OWNED,11,9000 ROCKVILLE PK,BETHESDA,MD,20892,39.0021698,-77.097313,0,,6526,2408,JAMIE RASKIN,ACTIVE,BUILDING
MD1732,NIH;BLDG 12 COMPUTE,NIH COMPLEX,OWNED,11,9000 ROCKVILLE PK,BETHESDA,MD,20892,39.0021698,-77.097313,0,,6526,2408,JAMIE RASKIN,ACTIVE,BUILDING
